games_year,region_name,athlete_name,event_name,sport_name,medal_name
1900,UK,"Alfred Ernest Chalk","Football Men's Football",Football,Gold
1900,UK,"Alfred James Bowerman","Cricket Men's Cricket",Cricket,Gold
1900,France,"Vladimir Atoff","Rugby Men's Rugby",Rugby,Gold
1900,France,"Lon Binoche","Rugby Men's Rugby",Rugby,Gold
1900,UK,"John Graham Hope de la Poer Beresford","Polo Men's Polo",Polo,Gold
1900,Belgium,"Constant Octave Van Langhendonck","Equestrianism Mixed Long Jump",Equestrianism,Gold
1900,Germany,"Paul Wiesner","Sailing Mixed 1-2 Ton",Sailing,Gold
1900,Spain,"Francisco Villota y Baquiola","Basque Pelota Men's Two-Man Teams With Cesta","Basque Pelota",Gold
1900,Denmark,"Charles Gustav Wilhelm Winckler","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Gold
1900,France,"Chrtien Andr Waydelich","Croquet Mixed Singles, Two Balls",Croquet,Gold
1900,USA,"Alvin Christian "Al"" Kraenzlein"","Athletics Men's 110 metres Hurdles",Athletics,Gold
1900,USA,"Alvin Christian "Al"" Kraenzlein"","Athletics Men's 200 metres Hurdles",Athletics,Gold
1900,USA,"Alvin Christian "Al"" Kraenzlein"","Athletics Men's Long Jump",Athletics,Gold
1900,France,"Marie Victor Xavier Lardanchet","Rugby Men's Rugby",Rugby,Gold
1900,France,"Louis Napolon Murat","Equestrianism Mixed Hacks And Hunter Combined",Equestrianism,Gold
1900,France,"Hubert Jean Daniel Lefbvre","Rugby Men's Rugby",Rugby,Gold
1900,USA,"Edward "Ed"" Marsh"","Rowing Men's Coxed Eights",Rowing,Gold
1900,USA,"Frank Jay Mackey","Polo Men's Polo",Polo,Gold
1900,Belgium,"Georges Lambert Casimir Nagelmackers","Equestrianism Mixed Four-In-Hand Competition",Equestrianism,Gold
1900,"New Zealand","Michael Victor Alexander Lindberg","Water Polo Men's Water Polo","Water Polo",Gold
1900,UK,"Algernon Maudslay","Sailing Mixed Open",Sailing,Gold
1900,UK,"Algernon Maudslay","Sailing Mixed 0.5-1 Ton",Sailing,Gold
1900,Australia,"Frederick Claude Vivian "Fred"" Lane"","Swimming Men's 200 metres Freestyle",Swimming,Gold
1900,USA,"Maxwell Warburn "Maxey"" Long"","Athletics Men's 400 metres",Athletics,Gold
1900,Denmark,"Lars Jrgen Madsen","Shooting Men's Free Rifle, Standing, 300 metres",Shooting,Gold
1900,USA,"Roscoe Conkling Lockwood","Rowing Men's Coxed Eights",Rowing,Gold
1900,Australia,"Frederick Claude Vivian "Fred"" Lane"","Swimming Men's 200 metres Obstacle Course",Swimming,Gold
1900,France,"Louis Lucien Mrignac","Fencing Men's Foil, Masters, Individual",Fencing,Gold
1900,Switzerland,"Friedrich Lthi","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Gold
1900,France,"Eugne Mougin","Archery Men's Au Chapelet, 50 metres",Archery,Gold
1900,UK,"Lorne Campbell Currie","Sailing Mixed Open",Sailing,Gold
1900,UK,"Lorne Campbell Currie","Sailing Mixed 0.5-1 Ton",Sailing,Gold
1900,France,"mile Louis Franois Dsir Coste","Fencing Men's Foil, Individual",Fencing,Gold
1900,France,"Henry Jean Guy "Jean-Guy"" Gautier"","Rugby Men's Rugby",Rugby,Gold
1900,UK,"William Stephens Donne","Cricket Men's Cricket",Cricket,Gold
1900,USA,"John Francis Geiger","Rowing Men's Coxed Eights",Rowing,Gold
1900,France,"Louis Verrant Gabriel Le Bailly de la Falaise","Fencing Men's Sabre, Individual",Fencing,Gold
1900,Switzerland,"Hermann Alexandre de Pourtals","Sailing Mixed 1-2 Ton",Sailing,Gold
1900,Switzerland,"Hlne de Pourtals (Barbey-)","Sailing Mixed 1-2 Ton",Sailing,Gold
1900,Switzerland,"Bernard Alexandre Georges Edmond de Pourtals","Sailing Mixed 1-2 Ton",Sailing,Gold
1900,France,"Auguste Paul Almire Giroux","Rugby Men's Rugby",Rugby,Gold
1900,France,"mile Grumiaux","Archery Men's Sur La Perche a La Pyramide",Archery,Gold
1900,Belgium,"Emmanuel Foulon","Archery Men's Sur La Perche a La Herse",Archery,Gold
1900,UK,"Denis St. George Daly","Polo Men's Polo",Polo,Gold
1900,UK,"John Gretton, Jr.","Sailing Mixed 0.5-1 Ton",Sailing,Gold
1900,USA,"John Joseph Flanagan","Athletics Men's Hammer Throw",Athletics,Gold
1900,France,"mile Henri Delchambre","Rowing Men's Coxed Fours",Rowing,Gold
1900,UK,"Frederick William Cuming","Cricket Men's Cricket",Cricket,Gold
1900,France,"Dominique Maximien Gardres","Equestrianism Mixed High Jump",Equestrianism,Gold
1900,UK,"William Edgar Exshaw","Sailing Mixed 2-3 Ton",Sailing,Gold
1900,UK,"William Edgar Exshaw","Sailing Mixed 2-3 Ton",Sailing,Gold
1900,Cuba,"Ramn Fonst Segundo","Fencing Men's epee, Individual",Fencing,Gold
1900,UK,"Robert Arnold Crawshaw","Water Polo Men's Water Polo","Water Polo",Gold
1900,USA,"John Onins Exley, Jr.","Rowing Men's Coxed Eights",Rowing,Gold
1900,USA,"Raymond Clarence "Ray"" Ewry"","Athletics Men's Standing High Jump",Athletics,Gold
1900,UK,"John Gretton, Jr.","Sailing Mixed Open",Sailing,Gold
1900,USA,"Raymond Clarence "Ray"" Ewry"","Athletics Men's Standing Long Jump",Athletics,Gold
1900,USA,"Raymond Clarence "Ray"" Ewry"","Athletics Men's Standing Triple Jump",Athletics,Gold
1900,USA,"Harry Leopold DeBaecke","Rowing Men's Coxed Eights",Rowing,Gold
1900,France,"Henri Joseph Marcel Gilardoni","Sailing Mixed 3-10 Ton",Sailing,Gold
1900,Spain,"Jos de Amzola y Aspiza","Basque Pelota Men's Two-Man Teams With Cesta","Basque Pelota",Gold
1900,France,"Charles Marius Duma Adolphe Gondouin","Rugby Men's Rugby",Rugby,Gold
1900,France,"Charles Devendeville","Swimming Men's Underwater Swimming",Swimming,Gold
1900,UK,"Hugh Lawrence "Laurie"" Doherty"","Tennis Men's Singles",Tennis,Gold
1900,UK,"Hugh Lawrence "Laurie"" Doherty"","Tennis Men's Doubles",Tennis,Gold
1900,Switzerland,"Alfred Grtter","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Gold
1900,UK,"Reginald Frank "Reggie"" Doherty"","Tennis Men's Doubles",Tennis,Gold
1900,Germany,"Carl Heinrich Goler","Rowing Men's Coxed Fours",Rowing,Gold
1900,France,"mile Roger de Thomas de Barbarin","Shooting Men's Trap",Shooting,Gold
1900,Germany,"Gustav Ludwig Goler","Rowing Men's Coxed Fours",Rowing,Gold
1900,Germany,"Carl Oscar Goler, II","Rowing Men's Coxed Fours",Rowing,Gold
1900,UK,"William Sullivan Gosling","Football Men's Football",Football,Gold
1900,UK,"Reginald Frank "Reggie"" Doherty"","Tennis Mixed Doubles",Tennis,Gold
1900,France,"Henri Alphonse Hazebrouck (Charlet-)","Rowing Men's Coxed Fours",Rowing,Gold
1900,UK,"William Henry","Water Polo Men's Water Polo","Water Polo",Gold
1900,USA,"James Benner "Jim"" Juvenal"","Rowing Men's Coxed Eights",Rowing,Gold
1900,Switzerland,"Emil Kellenberger","Shooting Men's Free Rifle, Three Positions, 300 metres",Shooting,Gold
1900,Germany,"Ernst Heinrich Hoppenberg","Swimming Men's 200 metres Backstroke",Swimming,Gold
1900,Netherlands,"Roelof Klein","Rowing Men's Coxed Pairs",Rowing,Gold
1900,Belgium,"Aim Joseph Haegeman","Equestrianism Mixed Jumping, Individual",Equestrianism,Gold
1900,France,"Henri Louis Hrouin, Sr.","Archery Men's Championnat Du Monde",Archery,Gold
1900,UK,"Harry Wyndham Jefferson","Sailing Mixed 3-10 Ton",Sailing,Gold
1900,USA,"Alvin Christian "Al"" Kraenzlein"","Athletics Men's 60 metres",Athletics,Gold
1900,France,"Henri Louis Hrouin, Sr.","Archery Men's Au Cordon Dore, 50 metres",Archery,Gold
1900,Germany,"Walther Katzenstein","Rowing Men's Coxed Fours",Rowing,Gold
1900,UK,"John Arthur Jarvis","Water Polo Men's Water Polo","Water Polo",Gold
1900,Germany,"Max Otto Hainle","Swimming Men's 200 metres Team Swimming",Swimming,Gold
1900,UK,"Edward Hore","Sailing Mixed 3-10 Ton",Sailing,Gold
1900,Germany,"Ernst Heinrich Hoppenberg","Swimming Men's 200 metres Team Swimming",Swimming,Gold
1900,USA,"Edwin P. "Ed"" Hedley"","Rowing Men's Coxed Eights",Rowing,Gold
1900,USA,"Foxhall Parker Keene","Polo Men's Polo",Polo,Gold
1900,USA,"Frank Washington Jarvis","Athletics Men's 100 metres",Athletics,Gold
1900,Switzerland,"Emil Kellenberger","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Gold
1900,France,"Georges douard Johin","Croquet Mixed Doubles",Croquet,Gold
1900,UK,"John Arthur Jarvis","Swimming Men's 1,000 metres Freestyle",Swimming,Gold
1900,UK,"John Arthur Jarvis","Swimming Men's 4,000 metres Freestyle",Swimming,Gold
1900,France,"Albert Philippe Taillandier","Cycling Men's Sprint",Cycling,Gold
1900,Luxembourg,"Michel Johann Thato","Athletics Men's Marathon",Athletics,Gold
1900,USA,"Richard "Dick"" Sheldon"","Athletics Men's Shot Put",Athletics,Gold
1900,Sweden,"Karl Gustaf Vilhelm Staaf (Johansson-)","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Gold
1900,USA,"Walter Beardsley Tewksbury","Athletics Men's 400 metres Hurdles",Athletics,Gold
1900,Switzerland,"Konrad Stheli","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Gold
1900,USA,"Walter Beardsley Tewksbury","Athletics Men's 200 metres",Athletics,Gold
1900,Switzerland,"Konrad Stheli","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Gold
1900,Sweden,"Gustaf Fredrik Sderstrm","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Gold
1900,Belgium,"Gerard Theodor Hubert Van Innis","Archery Men's Au Chapelet, 33 metres",Archery,Gold
1900,UK,"Alfred Ernest Tysoe","Athletics Men's 5,000 metres, Team",Athletics,Gold
1900,UK,"Frederick Stapleton","Water Polo Men's Water Polo","Water Polo",Gold
1900,UK,"Alfred Ernest Tysoe","Athletics Men's 800 metres",Athletics,Gold
1900,UK,"Richard Rennie Turner","Football Men's Football",Football,Gold
1900,France,"Silvaine Gustave Sandras","Gymnastics Men's Individual All-Around",Gymnastics,Gold
1900,USA,"Charles Edward Sands","Golf Men's Individual",Golf,Gold
1900,UK,"John Symes","Cricket Men's Cricket",Cricket,Gold
1900,Italy,"Giovanni Giorgio "Giangiorgio"" Trissino"","Equestrianism Mixed High Jump",Equestrianism,Gold
1900,France,"mile Pierre Sarrade","Rugby Men's Rugby",Rugby,Gold
1900,Switzerland,"Konrad Stheli","Shooting Men's Free Rifle, Kneeling, 300 metres",Shooting,Gold
1900,UK,"Montagu Henry Toller","Cricket Men's Cricket",Cricket,Gold
1900,Belgium,"Gerard Theodor Hubert Van Innis","Archery Men's Au Cordon Dore, 33 metres",Archery,Gold
1900,Germany,"Oscar Waldemar Tietgens","Rowing Men's Coxed Fours",Rowing,Gold
1900,Denmark,"Eugen Stahl Schmidt","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Gold
1900,Germany,"Franz Albert Amrhein","Rugby Men's Rugby",Rugby,Silver
1900,France,"Jacques Baudrier","Sailing Mixed 0.5-1 Ton",Sailing,Silver
1900,USA,"Irving Knott "Irv"" Baxter"","Athletics Men's Standing High Jump",Athletics,Silver
1900,UK,"William Wallace Anderson","Cricket Men's Cricket",Cricket,Silver
1900,USA,"Irving Knott "Irv"" Baxter"","Athletics Men's Standing Long Jump",Athletics,Silver
1900,France,"Franois "Nol"" Bas"","Gymnastics Men's Individual All-Around",Gymnastics,Silver
1900,USA,"Irving Knott "Irv"" Baxter"","Athletics Men's Standing Triple Jump",Athletics,Silver
1900,France,"Richard Louis Pierre Allemane","Football Men's Football",Football,Silver
1900,UK,"Francis Charles "Frank"" Bayliss"","Rugby Men's Rugby",Rugby,Silver
1900,France,"Louis Dsir Bach","Football Men's Football",Football,Silver
1900,Germany,"Paul Wiesner","Sailing Mixed Open",Sailing,Silver
1900,USA,"Pauline "Polly"" Whittier (-Iselin)"","Golf Women's Individual",Golf,Silver
1900,Austria,"Karl August Ruberl","Swimming Men's 200 metres Backstroke",Swimming,Silver
1900,India,"Norman Gilbert Pritchard (-Trevor)","Athletics Men's 200 metres Hurdles",Athletics,Silver
1900,Italy,"Italo Santelli","Fencing Men's Sabre, Masters, Individual",Fencing,Silver
1900,Norway,"Tom Seeberg","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Silver
1900,France,"Nicolas Achille Paroche","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Silver
1900,UK,"Sidney John Robinson","Athletics Men's 2,500 metres Steeplechase",Athletics,Silver
1900,France,"Nicolas Achille Paroche","Shooting Men's Free Pistol, 50 metres",Shooting,Silver
1900,Norway,"Ole Andreas Sther","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Silver
1900,France,"Adolphe Gaston Ragueneau","Athletics Men's 5,000 metres, Team",Athletics,Silver
1900,France,"mile Pierre Sarrade","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Silver
1900,USA,"Meyer Prinstein","Athletics Men's Long Jump",Athletics,Silver
1900,UK,"Walter Mathers Rutherford","Golf Men's Individual",Golf,Silver
1900,France,"Louis Joseph Roffo","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Silver
1900,France,"Charles Jean Baptiste Perrin","Rowing Men's Coxed Fours",Rowing,Silver
1900,France,"Fernando "Fernand"" Sanz y Martinez de Arizala"","Cycling Men's Sprint",Cycling,Silver
1900,India,"Norman Gilbert Pritchard (-Trevor)","Athletics Men's 200 metres",Athletics,Silver
1900,France,"Louis Lonce Thophile Perre","Fencing Men's epee, Individual",Fencing,Silver
1900,UK,"Alfred John Schneidau","Cricket Men's Cricket",Cricket,Silver
1900,Germany,"August Friedrich Christian Schmierer","Rugby Men's Rugby",Rugby,Silver
1900,France,"Auguste Serrurier","Archery Men's Sur La Perche a La Pyramide",Archery,Silver
1900,France,"Auguste Serrurier","Archery Men's Sur La Perche a La Herse",Archery,Silver
1900,UK,"Douglas Francis Robinson","Cricket Men's Cricket",Cricket,Silver
1900,France,"Jean-Baptiste tienne August Charcot","Sailing Mixed 0-0.5 Ton",Sailing,Silver
1900,UK,"Walter Selby Buckmaster","Polo Men's Polo",Polo,Silver
1900,Switzerland,"Hlne de Pourtals (Barbey-)","Sailing Mixed 1-2 Ton",Sailing,Silver
1900,France,"Louis Charles Marie Dutfoy","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Silver
1900,UK,"Arthur John Lovett Darby","Rugby Men's Rugby",Rugby,Silver
1900,France,"Henry Lon mile Deloge","Athletics Men's 5,000 metres, Team",Athletics,Silver
1900,France,"Albert Alphonse Champoudry","Athletics Men's 5,000 metres, Team",Athletics,Silver
1900,France,"Maxime Omer Mathieu "Max"" Omer-Dcugis"","Tennis Men's Doubles",Tennis,Silver
1900,USA,"John Francis Cregan","Athletics Men's 800 metres",Athletics,Silver
1900,France,"mile Julien Champion","Athletics Men's Marathon",Athletics,Silver
1900,Belgium,"Oscar Charles de Somville","Rowing Men's Coxed Eights",Rowing,Silver
1900,Netherlands,"Hermanus Gerardus Brockmann","Rowing Men's Coxed Fours",Rowing,Silver
1900,Switzerland,"Hermann Alexandre de Pourtals","Sailing Mixed 1-2 Ton",Sailing,Silver
1900,UK,"Clement Pemberton Deykin","Rugby Men's Rugby",Rugby,Silver
1900,USA,"Meredith Bright Colket","Athletics Men's Pole Vault",Athletics,Silver
1900,Germany,"Hugo Adolf Betting","Rugby Men's Rugby",Rugby,Silver
1900,France,"Victor Antoine Jules Cadet","Swimming Men's 200 metres Team Swimming",Swimming,Silver
1900,France,"Jean Collas","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Silver
1900,Belgium,"Prospre Bruggeman","Rowing Men's Coxed Eights",Rowing,Silver
1900,USA,"Basil Spalding de Garmendia","Tennis Men's Doubles",Tennis,Silver
1900,France,"Jean-Baptiste tienne August Charcot","Sailing Mixed 0-0.5 Ton",Sailing,Silver
1900,France,"Jean Pierre Marie Joseph  De Madre De Loos","Polo Men's Polo",Polo,Silver
1900,Belgium,"Jules Maria Adolphe Henri De Bisschop","Rowing Men's Coxed Eights",Rowing,Silver
1900,France,"Henry Lon mile Deloge","Athletics Men's 1,500 metres",Athletics,Silver
1900,Switzerland,"Bernard Alexandre Georges Edmond de Pourtals","Sailing Mixed 1-2 Ton",Sailing,Silver
1900,UK,"John Selwin Calverley","Sailing Mixed 20+ Ton",Sailing,Silver
1900,USA,"James Brendan Bennet Connolly","Athletics Men's Triple Jump",Athletics,Silver
1900,UK,"Charles Bennett","Athletics Men's 4,000 metres Steeplechase",Athletics,Silver
1900,France,"Fernand mile Canelle","Football Men's Football",Football,Silver
1900,France,"Gilbert Bougnol","Fencing Men's epee, Masters, Individual",Fencing,Silver
1900,France,"Jean Chastani","Athletics Men's 5,000 metres, Team",Athletics,Silver
1900,France,"Jean lie Louis Octave Guillaume Svre Amanieu Decazes et de Glucksbierg","Sailing Mixed 10-20 Ton",Sailing,Silver
1900,France,"Maurice Macaire","Football Men's Football",Football,Silver
1900,France,"Eugne Henri Masson","Fencing Men's Foil, Individual",Fencing,Silver
1900,France,"Georges Joseph Lumpp","Rowing Men's Coxed Fours",Rowing,Silver
1900,UK,"Harold Segerson Mahony","Tennis Mixed Doubles",Tennis,Silver
1900,Denmark,"Anders Peter Nielsen","Shooting Men's Free Rifle, Prone, 300 metres",Shooting,Silver
1900,France,"Charles William Martin","Sailing Mixed 0.5-1 Ton",Sailing,Silver
1900,UK,"Arthur MacEvoy","Cricket Men's Cricket",Cricket,Silver
1900,France,"Robert Linzeler","Sailing Mixed 0-0.5 Ton",Sailing,Silver
1900,France,"Camille mile Gaston Michelet","Sailing Mixed 0.5-1 Ton",Sailing,Silver
1900,Germany,"Richard Ludwig","Rugby Men's Rugby",Rugby,Silver
1900,UK,"Herbert Saint John Nicol","Rugby Men's Rugby",Rugby,Silver
1900,USA,"Walter Adolph McCreery","Polo Men's Polo",Polo,Silver
1900,USA,"Josiah Calvin McCracken, Jr.","Athletics Men's Shot Put",Athletics,Silver
1900,USA,"John Frederick McLean","Athletics Men's 110 metres Hurdles",Athletics,Silver
1900,Belgium,"Frank Olof Odberg","Rowing Men's Coxed Eights",Rowing,Silver
1900,UK,"Harold Segerson Mahony","Tennis Men's Singles",Tennis,Silver
1900,Denmark,"Anders Peter Nielsen","Shooting Men's Free Rifle, Kneeling, 300 metres",Shooting,Silver
1900,Denmark,"Anders Peter Nielsen","Shooting Men's Free Rifle, Three Positions, 300 metres",Shooting,Silver
1900,France,"Robert Linzeler","Sailing Mixed 0-0.5 Ton",Sailing,Silver
1900,UK,"Herbert Arthur Loveitt","Rugby Men's Rugby",Rugby,Silver
1900,France,"Mathias Joseph Ferdinand Jules Henri Mialaret","Sailing Mixed 2-3 Ton",Sailing,Silver
1900,Norway,"Ole stmo","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Silver
1900,Netherlands,"Paulus Jan "Paul"" Lotsij"","Rowing Men's Coxed Fours",Rowing,Silver
1900,Netherlands,"Gerhard Oswald "Geert"" Lotsij"","Rowing Men's Coxed Fours",Rowing,Silver
1900,France,"Lon Ernest Moreaux","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Silver
1900,France,"Flix mile Marcotte","Sailing Mixed 0.5-1 Ton",Sailing,Silver
1900,France,"Mathias Joseph Ferdinand Jules Henri Mialaret","Sailing Mixed 2-3 Ton",Sailing,Silver
1900,Norway,"Ole stmo","Shooting Men's Free Rifle, Standing, 300 metres",Shooting,Silver
1900,USA,"Thomas Truxtun Hare","Athletics Men's Hammer Throw",Athletics,Silver
1900,USA,"William Joseph "Bill"" Holland"","Athletics Men's 400 metres",Athletics,Silver
1900,Belgium,"Oscar Grgoire, Jr.","Water Polo Men's Water Polo","Water Polo",Silver
1900,Norway,"Olaf Emil Frydenlund","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Silver
1900,UK,"Frederick Charles Maitland "Freddie"" Freake"","Polo Men's Polo",Polo,Silver
1900,France,"Victor Auguste Godinet","Sailing Mixed 2-3 Ton",Sailing,Silver
1900,UK,"Lloyd Augustin Biden Hildebrand","Cycling Men's 25 kilometres",Cycling,Silver
1900,France,"Ren Paul Virgile Gaillard","Football Men's Football",Football,Silver
1900,France,"Victor Fernand Hochepied","Swimming Men's 200 metres Team Swimming",Swimming,Silver
1900,France,"Maurice Eugne Fraysse","Football Men's Football",Football,Silver
1900,France,"Maurice Louis Hochepied","Swimming Men's 200 metres Team Swimming",Swimming,Silver
1900,Cuba,"Ramn Fonst Segundo","Fencing Men's epee, Masters and Amateurs, Individual",Fencing,Silver
1900,Colombia,"Francis Henriquez de Zubira","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Silver
1900,Netherlands,"Christoffel "Chris"" Hooijkaas"","Sailing Mixed 3-10 Ton",Sailing,Silver
1900,France,"Victor Auguste Godinet","Sailing Mixed 2-3 Ton",Sailing,Silver
1900,Norway,"Helmer Hermansen","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Silver
1900,France,"Robert Gufflet","Sailing Mixed 3-10 Ton",Sailing,Silver
1900,Netherlands,"Coenraad Christiaan Hiebendaal","Rowing Men's Coxed Fours",Rowing,Silver
1900,France,"Henri Hyacinthe Helle","Archery Men's Au Chapelet, 50 metres",Archery,Silver
1900,Belgium,"Maurice Constant Maria Hemelsoet","Rowing Men's Coxed Eights",Rowing,Silver
1900,France,"Henri Napolon Marie Maurice Gufflet","Sailing Mixed 3-10 Ton",Sailing,Silver
1900,France,"Charles Marius Duma Adolphe Gondouin","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Silver
1900,France,"Lucien Paul Nol Huteau","Football Men's Football",Football,Silver
1900,UK,"Patrick Joseph "Pat"" Leahy"","Athletics Men's High Jump",Athletics,Silver
1900,UK,"Timothe Jordan","Cricket Men's Cricket",Cricket,Silver
1900,Germany,"William Arnold Landvoigt","Rugby Men's Rugby",Rugby,Silver
1900,France,"Gabriel Charles Jean Le Bret","Sailing Mixed 0.5-1 Ton",Sailing,Silver
1900,France,"Simon Alphonse Kirchhoffer","Fencing Men's Foil, Masters, Individual",Fencing,Silver
1900,France,"Georges douard Johin","Croquet Mixed Singles, One Ball",Croquet,Silver
1900,Czechoslovakia,"Frantiek Janda-Suk","Athletics Men's Discus Throw",Athletics,Silver
1900,France,"Maurice Marie Lecoq","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Silver
1900,Germany,"Hans Latscha","Rugby Men's Rugby",Rugby,Silver
1900,Switzerland,"Emil Kellenberger","Shooting Men's Free Rifle, Kneeling, 300 metres",Shooting,Silver
1900,Bohemia,"Frantiek Janda-Suk","Athletics Men's Discus Throw",Athletics,Silver
1900,Austria,"Otto Wahle","Swimming Men's 1,000 metres Freestyle",Swimming,Silver
1900,France,"Henri Alexis Tauzin","Athletics Men's 400 metres Hurdles",Athletics,Silver
1900,Netherlands,"Henricus Petrus Augustinus Johannes "Henri"" Smulders"","Sailing Mixed 3-10 Ton",Sailing,Silver
1900,Hungary,"Zoltn Imre dn von Halmay","Swimming Men's 4,000 metres Freestyle",Swimming,Silver
1900,France,"Victor Thibault","Archery Men's Au Cordon Dore, 33 metres",Archery,Silver
1900,Hungary,"Zoltn Imre dn von Halmay","Swimming Men's 200 metres Freestyle",Swimming,Silver
1900,Belgium,"Marcel Lucien Charles Van Crombrugge","Rowing Men's Coxed Eights",Rowing,Silver
1900,France,"Andr Jules Henri Six","Swimming Men's Underwater Swimming",Swimming,Silver
1900,UK,"Henry John Terry, Jr.","Cricket Men's Cricket",Cricket,Silver
1900,Netherlands,"Arie van der Velden","Sailing Mixed 3-10 Ton",Sailing,Silver
1900,France,"Henri Lon Victor Susse","Sailing Mixed 2-3 Ton",Sailing,Silver
1900,France,"Henri Lon Victor Susse","Sailing Mixed 2-3 Ton",Sailing,Silver
1900,Belgium,"Gerard Theodor Hubert Van Innis","Archery Men's Championnat Du Monde",Archery,Silver
1900,France,"Philip Humphreys Tomalin","Cricket Men's Cricket",Cricket,Silver
1900,Belgium,"Gerard Theodor Hubert Van Innis","Archery Men's Au Cordon Dore, 50 metres",Archery,Silver
1900,France,"Victor Thibault","Archery Men's Au Chapelet, 33 metres",Archery,Silver
1900,France,"Ovide Daniel Louis Henri Soubeyran","Rowing Men's Coxed Fours",Rowing,Silver
1900,France,"Henri Jules Valton","Sailing Mixed 0.5-1 Ton",Sailing,Silver
1900,France,"mile Robert Wegelin","Rowing Men's Coxed Fours",Rowing,Silver
1900,USA,"Walter Beardsley Tewksbury","Athletics Men's 60 metres",Athletics,Silver
1900,Belgium,"Maurice Justin Verdonck","Rowing Men's Coxed Eights",Rowing,Silver
1900,Belgium,"Victor Jean Marie Sonnemans","Water Polo Men's Water Polo","Water Polo",Silver
1900,Italy,"Giovanni Giorgio "Giangiorgio"" Trissino"","Equestrianism Mixed Long Jump",Equestrianism,Silver
1900,Austria,"Otto Wahle","Swimming Men's 200 metres Obstacle Course",Swimming,Silver
1900,UK,"Joseph Godfrey Wallis","Rugby Men's Rugby",Rugby,Silver
1900,USA,"Walter Beardsley Tewksbury","Athletics Men's 100 metres",Athletics,Silver
1900,France,"Jules Louis Verbecke (Gaillard-)","Swimming Men's 200 metres Team Swimming",Swimming,Silver
1900,France,"Maxime Ren Waleff","Rowing Men's Coxed Pairs",Rowing,Silver
1900,France,"Jules Cyrus Angelle Trinit","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Silver
1900,France,"Maurice Marie Joseph Vignerot","Croquet Mixed Singles, Two Balls",Croquet,Silver
1900,Netherlands,"Johannes Hester Lambertus Terwogt","Rowing Men's Coxed Fours",Rowing,Silver
1900,France,"Franois Antoine Vilamitjana (Caubet-)","Sailing Mixed 1-2 Ton",Sailing,Silver
1904,USA,"Alphonzo Edward Bell, Sr.","Tennis Men's Singles",Tennis,Bronze
1904,USA,"Edwin "Teddy"" Billington"","Cycling Men's 1/4 mile",Cycling,Bronze
1904,USA,"Emil William Breitkreutz","Athletics Men's 800 metres",Athletics,Bronze
1904,USA,"Arthur Fleming Andrews","Cycling Men's 5 mile",Cycling,Bronze
1904,USA,"Edwin "Teddy"" Billington"","Cycling Men's 1 mile",Cycling,Bronze
1904,USA,"Edwin "Teddy"" Billington"","Cycling Men's 1/3 mile",Cycling,Bronze
1904,USA,"Lesley Ashburner","Athletics Men's 110 metres Hurdles",Athletics,Bronze
1904,USA,"John Arthur Biller","Athletics Men's Standing Long Jump",Athletics,Bronze
1904,Germany,"Frank X. Kugler","Tug-Of-War Men's Tug-Of-War",Tug-Of-War,Bronze
1904,Germany,"Frank X. Kugler","Weightlifting Men's Unlimited, Two Hands",Weightlifting,Bronze
1904,USA,"Allan Edward Lard","Golf Men's Team",Golf,Bronze
1904,USA,"Edgar Welch Leonard","Tennis Men's Singles",Tennis,Bronze
1904,USA,"Joseph Patrick "Joe"" Lydon"","Boxing Men's Welterweight",Boxing,Bronze
1904,Hungary,"Gza Kiss (Drippei-, -Klein)","Swimming Men's 880 yard Freestyle",Swimming,Bronze
1904,USA,"John Scott Leary","Swimming Men's 100 yard Freestyle",Swimming,Bronze
1904,Germany,"Frank X. Kugler","Weightlifting Men's All-Around Dumbbell Contest",Weightlifting,Bronze
1904,USA,"Joseph Walker Wear","Tennis Men's Doubles",Tennis,Bronze
1904,USA,"William Henry "Will"" Thompson"","Archery Men's Double York Round",Archery,Bronze
